SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,SheepX,SheepY,ShepherdX,ShepherdY,ShepherdX,ShepherdY,ShepherdX,ShepherdY,
59.6946,202.355,39.4977,182.096,59.4587,187.803,51.0291,189.403,63.7954,194.92,48.1313,181.544,47.34,198.666,41.18,190.095,56.3273,195.408,41.1208,207.506,109.06,204.242,34.4899,204.221,123.243,260.339,
59.7032,202.336,39.4899,182.093,59.4632,187.782,51.029,189.365,63.8019,194.903,48.1237,181.521,47.3404,198.611,41.1483,190.06,56.3339,195.38,41.198,207.605,108.886,204.02,34.5186,204.42,123.285,260.446,
59.7116,202.317,39.4835,182.091,59.4677,187.761,51.0285,189.328,63.8081,194.886,48.1158,181.498,47.34,198.553,41.118,190.028,56.3404,195.353,41.3072,207.713,108.703,203.805,34.5591,204.676,123.327,260.553,
59.7195,202.299,39.4768,182.089,59.472,187.74,51.0277,189.291,63.8144,194.87,48.1074,181.474,47.3388,198.497,41.0895,190,56.3468,195.326,41.4239,207.816,108.459,203.529,34.6006,204.952,123.371,260.664,
59.7275,202.281,39.4699,182.086,59.4763,187.718,51.0265,189.256,63.8208,194.853,48.0992,181.451,47.3367,198.438,41.0626,189.974,56.353,195.298,41.539,207.907,108.215,203.247,34.6412,205.227,123.416,260.776,
59.7358,202.262,39.4653,182.085,59.4804,187.697,51.0252,189.222,63.827,194.836,48.0912,181.429,47.3337,198.38,41.0346,189.949,56.359,195.27,41.5287,207.937,107.98,202.974,34.4683,204.891,123.46,260.883,
59.7439,202.243,39.461,182.083,59.4843,187.677,51.0235,189.189,63.8332,194.819,48.0831,181.408,47.33,198.324,41.0106,189.928,56.3647,195.243,41.5216,207.959,107.74,202.692,34.2954,204.557,123.505,260.994,
59.7517,202.224,39.4566,182.082,59.4882,187.656,51.0214,189.154,63.8392,194.803,48.0745,181.386,47.3259,198.274,40.9865,189.908,56.3702,195.217,41.5091,207.999,107.501,202.409,34.1215,204.224,123.552,261.106,
59.7592,202.206,39.4538,182.081,59.4921,187.635,51.0192,189.122,63.845,194.787,48.0663,181.365,47.3214,198.226,40.9639,189.891,56.3754,195.191,41.4922,208.053,107.268,202.132,34.2891,204.545,123.598,261.215,
59.7662,202.189,39.4512,182.081,59.4957,187.614,51.0167,189.088,63.8506,194.771,48.058,181.344,47.3168,198.183,40.9451,189.877,56.3802,195.166,41.4725,208.116,107.036,201.855,34.454,204.866,123.645,261.325,
59.7736,202.171,39.4492,182.08,59.4992,187.594,51.0139,189.056,63.8563,194.755,48.0494,181.324,47.3114,198.139,40.9264,189.863,56.3852,195.14,41.4539,208.175,106.8,201.571,34.6206,205.19,123.692,261.435,
59.7807,202.153,39.4475,182.08,59.5025,187.574,51.0107,189.023,63.8621,194.738,48.0406,181.303,47.3054,198.094,40.9082,189.851,56.3899,195.114,41.5374,208.271,106.568,201.288,34.686,205.475,123.74,261.544,
59.7882,202.134,39.4453,182.079,59.5059,187.553,51.0074,188.991,63.8677,194.722,48.0317,181.283,47.2986,198.048,40.8894,189.839,56.3947,195.087,41.5215,208.322,106.339,201.004,34.5133,205.132,123.789,261.655,
59.7955,202.115,39.4445,182.079,59.5092,187.533,51.0039,188.96,63.8733,194.706,48.0232,181.264,47.2908,197.999,40.8732,189.829,56.3994,195.059,41.5094,208.361,106.155,200.784,34.6443,205.382,123.838,261.765,
59.8026,202.097,39.4433,182.079,59.5123,187.513,51,188.928,63.8787,194.69,48.0147,181.245,47.2835,197.958,40.8569,189.819,56.4038,195.032,41.5891,208.453,105.961,200.568,34.731,205.674,123.888,261.875,
59.8096,202.078,39.4425,182.079,59.5153,187.493,50.996,188.898,63.8844,194.673,48.0059,181.226,47.2755,197.916,40.8433,189.811,56.4081,195.005,41.7085,208.554,105.713,200.303,34.7794,205.957,123.937,261.983,
59.8167,202.059,39.4426,182.079,59.5181,187.473,50.9917,188.867,63.8898,194.656,47.9973,181.208,47.2668,197.873,40.8307,189.805,56.4122,194.978,41.8122,208.638,105.468,200.034,34.8216,206.21,123.986,262.089,
59.824,202.04,39.4435,182.079,59.5209,187.453,50.987,188.836,63.8954,194.639,47.9888,181.19,47.2571,197.829,40.8202,189.799,56.416,194.952,41.918,208.703,105.224,199.763,34.8619,206.474,124.035,262.194,
59.8313,202.02,39.445,182.079,59.5237,187.432,50.9824,188.806,63.901,194.622,47.9796,181.172,47.247,197.786,40.8095,189.794,56.4197,194.925,41.9125,208.722,104.985,199.494,34.6896,206.131,124.085,262.3,
59.8383,202,39.4458,182.079,59.5263,187.413,50.9776,188.778,63.9063,194.605,47.9704,181.154,47.2366,197.744,40.799,189.789,56.4232,194.899,41.9101,208.731,104.744,199.22,34.8189,206.378,124.135,262.406,
59.8451,201.982,39.4487,182.08,59.5287,187.394,50.9723,188.748,63.9117,194.588,47.9615,181.136,47.2257,197.703,40.7936,189.787,56.4264,194.874,41.9696,208.78,104.498,198.935,34.8955,206.608,124.187,262.513,
59.8522,201.961,39.4508,182.08,59.531,187.375,50.9671,188.72,63.917,194.571,47.9527,181.119,47.215,197.665,40.7886,189.785,56.4296,194.847,42.0821,208.837,104.255,198.653,34.9493,206.867,124.239,262.619,
59.8593,201.941,39.4527,182.08,59.5333,187.355,50.9614,188.691,63.9221,194.554,47.9433,181.102,47.2029,197.624,40.7825,189.783,56.4325,194.822,42.1884,208.88,104.015,198.372,34.9999,207.124,124.291,262.726,
59.8662,201.921,39.4559,182.08,59.5355,187.336,50.956,188.665,63.9271,194.538,47.9347,181.086,47.1905,197.584,40.7771,189.781,56.4352,194.797,42.2944,208.907,103.827,198.158,35.0515,207.39,124.346,262.836,
59.8732,201.9,39.4588,182.081,59.5375,187.317,50.95,188.637,63.9321,194.521,47.9259,181.07,47.1778,197.546,40.7728,189.779,56.4379,194.772,42.3999,208.918,103.636,197.957,35.106,207.669,124.401,262.946,
59.8799,201.88,39.4622,182.081,59.5394,187.299,50.9438,188.609,63.937,194.504,47.917,181.054,47.1647,197.508,40.7698,189.778,56.4404,194.746,42.4047,208.898,103.384,197.701,34.9328,207.336,124.456,263.053,
59.887,201.858,39.4658,182.081,59.5414,187.28,50.9376,188.582,63.9418,194.488,47.9078,181.038,47.1506,197.469,40.7674,189.777,56.4428,194.72,42.412,208.865,103.133,197.44,34.7613,207.003,124.51,263.159,
59.8935,201.838,39.47,182.081,59.5432,187.261,50.9311,188.555,63.9468,194.471,47.8989,181.023,47.138,197.436,40.7687,189.778,56.4451,194.694,42.4141,208.855,102.872,197.167,34.5962,206.681,124.566,263.267,
59.8997,201.818,39.4761,182.082,59.5449,187.242,50.9246,188.529,63.9514,194.454,47.8898,181.008,47.1257,197.405,40.7727,189.779,56.447,194.669,42.412,208.866,102.624,196.905,34.4238,206.343,124.621,263.372,
59.9055,201.8,39.4811,182.082,59.5464,187.224,50.918,188.504,63.9558,194.439,47.8804,180.992,47.1147,197.378,40.778,189.78,56.4489,194.644,42.4068,208.891,102.375,196.64,34.2532,206.009,124.677,263.478,
59.9108,201.783,39.4885,182.082,59.5479,187.206,50.9115,188.48,63.96,194.423,47.8715,180.978,47.1046,197.355,40.789,189.783,56.4505,194.621,42.3991,208.928,102.126,196.372,34.0799,205.672,124.733,263.582,
59.9159,201.766,39.4966,182.082,59.5494,187.187,50.9048,188.456,63.9633,194.412,47.8629,180.964,47.0959,197.335,40.8025,189.785,56.4519,194.598,42.3889,208.975,101.88,196.104,33.9039,205.33,124.788,263.685,
59.921,201.749,39.507,182.082,59.5507,187.169,50.8986,188.434,63.9663,194.4,47.8544,180.951,47.0882,197.318,40.8206,189.789,56.4531,194.576,42.3768,209.03,101.63,195.828,33.7327,204.997,124.847,263.793,
59.9258,201.733,39.5179,182.082,59.5519,187.152,50.8923,188.413,63.9693,194.389,47.8459,180.937,47.0819,197.304,40.8387,189.792,56.4542,194.555,42.363,209.09,101.438,195.622,33.5616,204.663,124.907,263.901,
59.9302,201.718,39.5286,182.082,59.5531,187.134,50.8856,188.391,63.9719,194.379,47.8371,180.924,47.0772,197.295,40.8639,189.795,56.4552,194.534,42.3485,209.151,101.239,195.426,33.7329,204.997,124.965,264.007,
59.9341,201.704,39.5407,182.082,59.5541,187.117,50.8795,188.371,63.9745,194.37,47.8281,180.91,47.0741,197.288,40.8924,189.799,56.456,194.515,42.3332,209.213,100.972,195.173,33.8957,205.318,125.024,264.111,
59.9385,201.689,39.5524,182.081,59.5551,187.1,50.873,188.351,63.9772,194.359,47.8194,180.898,47.0707,197.282,40.9234,189.802,56.4567,194.495,42.3175,209.275,100.707,194.917,34.0578,205.642,125.085,264.218,
59.9429,201.673,39.5652,182.08,59.556,187.082,50.8662,188.33,63.9798,194.349,47.8109,180.885,47.066,197.272,40.9495,189.804,56.4574,194.475,42.3026,209.332,100.444,194.66,34.2204,205.974,125.143,264.32,
59.9474,201.657,39.5784,182.08,59.5568,187.065,50.8595,188.31,63.9825,194.339,47.8024,180.873,47.0603,197.261,40.9762,189.806,56.4579,194.454,42.2885,209.384,100.176,194.395,34.0538,205.631,125.204,264.425,
59.9518,201.641,39.5907,182.079,59.5576,187.048,50.8524,188.29,63.9851,194.329,47.7934,180.861,47.0536,197.249,41.0056,189.807,56.4584,194.433,42.2762,209.429,99.9104,194.133,34.1817,205.883,125.266,264.53,
59.9561,201.625,39.6046,182.077,59.5583,187.031,50.8451,188.269,63.9876,194.319,47.7847,180.848,47.0494,197.241,41.0386,189.808,56.4587,194.413,42.2623,209.48,99.6467,193.87,34.321,206.132,125.33,264.64,
59.9604,201.609,39.6182,182.076,59.5589,187.014,50.8377,188.249,63.9901,194.309,47.7765,180.837,47.0442,197.232,41.0705,189.808,56.459,194.392,42.2488,209.528,99.3833,193.608,34.5052,206.449,125.395,264.748,
59.9645,201.593,39.631,182.075,59.5594,186.997,50.8302,188.229,63.9926,194.299,47.7678,180.826,47.0383,197.221,41.1026,189.807,56.4591,194.372,42.2361,209.574,99.1293,193.352,34.6962,206.781,125.458,264.854,
59.9687,201.577,39.6451,182.073,59.5599,186.98,50.823,188.21,63.9951,194.289,47.7595,180.815,47.0316,197.21,41.1348,189.806,56.4591,194.351,42.2248,209.614,98.8782,193.097,34.8834,207.107,125.524,264.963,
59.9732,201.559,39.6591,182.071,59.5603,186.963,50.8149,188.19,63.9976,194.279,47.7508,180.803,47.0241,197.198,41.1659,189.804,56.4591,194.329,42.2155,209.647,98.6203,192.831,35.0527,207.403,125.589,265.068,
59.9777,201.541,39.6718,182.069,59.5606,186.946,50.807,188.17,63.9999,194.27,47.7421,180.792,47.0154,197.184,41.1952,189.801,56.4589,194.308,42.2738,209.689,98.4187,192.631,35.1515,207.681,125.654,265.173,
59.9822,201.523,39.6854,182.067,59.5609,186.928,50.7989,188.15,64.0023,194.26,47.7331,180.781,47.0059,197.169,41.2263,189.798,56.4585,194.286,42.3802,209.732,98.2111,192.441,35.1982,207.949,125.72,265.279,
59.9867,201.504,39.6968,182.065,59.5611,186.911,50.7906,188.131,64.0048,194.249,47.7241,180.77,46.9963,197.154,41.2585,189.794,56.4581,194.264,42.3795,209.735,97.9416,192.203,35.0263,207.616,125.787,265.385,
59.9911,201.485,39.7102,182.063,59.5612,186.893,50.7822,188.111,64.0072,194.239,47.7154,180.759,46.9873,197.141,41.2876,189.79,56.4575,194.242,42.3817,209.726,97.6674,191.958,34.8575,207.29,125.854,265.489,
59.9954,201.467,39.7246,182.06,59.5612,186.876,50.7741,188.093,64.0093,194.23,47.7067,180.748,46.9797,197.13,41.3197,189.785,56.4568,194.221,42.3787,209.738,97.3964,191.713,34.6849,206.956,125.922,265.595,
59.9996,201.449,39.7398,182.057,59.5612,186.856,50.7658,188.074,64.0113,194.222,47.6984,180.739,46.9741,197.122,41.3581,189.779,56.4561,194.2,42.3715,209.768,97.1299,191.467,34.5108,206.619,125.989,265.698,
60.0014,201.44,39.7553,182.053,59.561,186.837,50.7578,188.057,64.0132,194.213,47.6904,180.729,46.9703,197.117,41.3994,189.77,56.4552,194.18,42.3615,209.809,96.861,191.216,34.341,206.29,126.056,265.801,
60.0031,201.433,39.7722,182.05,59.5608,186.818,50.7497,188.04,64.015,194.206,47.6818,180.719,46.9692,197.115,41.4406,189.761,56.4543,194.161,42.3484,209.862,96.5981,190.967,34.168,205.955,126.127,265.908,
60.0046,201.426,39.7915,182.045,59.5604,186.799,50.742,188.024,64.0167,194.198,47.6734,180.71,46.9697,197.116,41.4856,189.75,56.4533,194.142,42.3332,209.922,96.3329,190.712,33.9935,205.618,126.198,266.013,
60.0059,201.42,39.8119,182.04,59.56,186.78,50.7343,188.008,64.0183,194.191,47.6656,180.701,46.973,197.12,41.5377,189.737,56.4523,194.125,42.3165,209.986,96.0736,190.46,34.1628,205.947,126.266,266.114,
60.007,201.415,39.8321,182.035,59.5595,186.762,50.7271,187.994,64.0197,194.185,47.6581,180.693,46.9781,197.127,41.5927,189.721,56.4512,194.108,42.2988,210.052,95.863,190.262,34.3277,206.272,126.337,266.219,
60.0082,201.41,39.8514,182.029,59.5589,186.744,50.7198,187.979,64.021,194.179,47.65,180.684,46.9829,197.133,41.6468,189.703,56.4501,194.091,42.2817,210.113,95.6512,190.077,34.4906,206.598,126.409,266.323,
60.0095,201.404,39.8709,182.024,59.5583,186.726,50.7127,187.965,64.0223,194.173,47.6425,180.676,46.9856,197.136,41.6971,189.686,56.4488,194.074,42.2659,210.169,95.3637,189.835,34.6558,206.93,126.48,266.426,
60.0108,201.398,39.8893,182.018,59.5575,186.708,50.7048,187.95,64.0237,194.167,47.635,180.668,46.9883,197.139,41.748,189.668,56.4473,194.055,42.2503,210.224,95.0789,189.593,34.4887,206.59,126.554,266.531,
60.0122,201.391,39.9082,182.012,59.5567,186.689,50.6966,187.935,64.025,194.161,47.6276,180.66,46.9896,197.141,41.796,189.649,56.4459,194.036,42.2371,210.269,94.8034,189.357,34.3227,206.253,126.63,266.638,
60.0134,201.385,39.9271,182.006,59.5558,186.671,50.6894,187.922,64.0262,194.156,47.6198,180.652,46.9931,197.145,41.8483,189.627,56.4442,194.018,42.221,210.325,94.5219,189.112,34.4825,206.578,126.703,266.741,
60.0144,201.38,39.9471,181.999,59.5548,186.654,50.6817,187.908,64.0272,194.151,47.6128,180.645,47.0001,197.153,41.9036,189.602,56.4428,194.002,42.2035,210.384,94.2488,188.872,34.6408,206.905,126.781,266.848,
60.0155,201.375,39.968,181.992,59.5537,186.636,50.674,187.895,64.0282,194.147,47.6054,180.637,47.0059,197.159,41.9544,189.578,56.4412,193.986,42.186,210.443,93.9751,188.627,34.8007,207.24,126.857,266.953,
60.0166,201.37,39.9872,181.985,59.5526,186.619,50.6667,187.882,64.0292,194.142,47.5986,180.631,47.0105,197.164,42.003,189.554,56.4395,193.969,42.1701,210.495,93.7022,188.382,34.9282,207.497,126.932,267.055,
60.0178,201.364,40.0062,181.978,59.5514,186.602,50.6589,187.869,64.0301,194.138,47.5911,180.623,47.0146,197.168,42.054,189.527,56.4376,193.951,42.1564,210.541,93.4273,188.135,35.0665,207.75,127.01,267.16,
60.0191,201.358,40.0255,181.97,59.55,186.583,50.6506,187.855,64.0311,194.134,47.5843,180.617,47.0175,197.171,42.1036,189.499,56.4357,193.934,42.1437,210.583,93.2138,187.95,34.8801,207.426,127.092,267.27,
60.0204,201.351,40.0448,181.962,59.5485,186.565,50.6422,187.841,64.0319,194.13,47.5768,180.61,47.0199,197.174,42.149,189.472,56.4336,193.916,42.1331,210.618,92.9992,187.778,35.0683,207.752,127.175,267.38,
60.0215,201.346,40.065,181.954,59.547,186.546,50.6346,187.828,64.0326,194.127,47.5696,180.603,47.0247,197.179,42.1994,189.441,56.4315,193.899,42.1472,210.678,92.7055,187.552,35.2249,208.062,127.256,267.486,
60.0227,201.34,40.0843,181.946,59.5453,186.528,50.6264,187.815,64.0333,194.123,47.5622,180.596,47.0289,197.183,42.2442,189.412,56.4294,193.882,42.266,210.768,92.4202,187.329,35.2766,208.337,127.339,267.593,
60.0238,201.334,40.1039,181.937,59.5437,186.511,50.6187,187.803,64.0339,194.12,47.5549,180.589,47.0329,197.186,42.2912,189.38,56.4271,193.865,42.3762,210.842,92.136,187.103,35.3241,208.599,127.42,267.697,
60.025,201.328,40.1231,181.928,59.5418,186.492,50.611,187.792,64.0345,194.118,47.5484,180.583,47.0364,197.19,42.3356,189.349,56.4248,193.847,42.4854,210.899,91.8536,186.874,35.3699,208.867,127.501,267.8,
60.0262,201.322,40.1427,181.919,59.5399,186.474,50.6033,187.78,64.0349,194.116,47.5415,180.577,47.0397,197.193,42.3775,189.317,56.4224,193.83,42.4819,210.911,91.5704,186.643,35.1918,208.526,127.584,267.904,
60.0274,201.316,40.1609,181.91,59.5379,186.456,50.5957,187.769,64.0353,194.114,47.5345,180.571,47.0435,197.196,42.4198,189.285,56.4199,193.814,42.4817,210.912,91.2877,186.41,35.0178,208.196,127.67,268.012,
60.0284,201.31,40.1803,181.9,59.5359,186.438,50.5876,187.757,64.0355,194.113,47.5281,180.566,47.0497,197.201,42.4621,189.25,56.4174,193.797,42.4761,210.933,91.0061,186.176,34.838,207.857,127.758,268.12,
60.0293,201.306,40.2009,181.89,59.5337,186.42,50.5798,187.746,64.0356,194.113,47.522,180.56,47.0578,197.208,42.504,189.215,56.4148,193.781,42.4665,210.97,90.7291,185.944,34.6588,207.518,127.845,268.227,
60.0299,201.303,40.2231,181.878,59.5317,186.404,50.5723,187.735,64.0355,194.113,47.5153,180.555,47.0699,197.218,42.5476,189.177,56.4123,193.765,42.4536,211.019,90.5152,185.769,34.4856,207.192,127.931,268.331,
60.0304,201.3,40.2371,181.868,59.5295,186.387,50.5654,187.725,64.0352,194.114,47.5185,180.548,47.0843,197.229,42.5908,189.137,56.4099,193.751,42.438,211.078,90.2889,185.598,34.6606,207.522,128.019,268.437,
60.0307,201.298,40.2454,181.858,59.5272,186.37,50.5586,187.716,64.0347,194.117,47.5274,180.541,47.1019,197.243,42.6383,189.091,56.4075,193.737,42.4206,211.142,89.9955,185.383,34.8283,207.843,128.107,268.541,
60.0311,201.296,40.2535,181.848,59.5248,186.353,50.5525,187.708,64.0342,194.119,47.536,180.534,47.1196,197.257,42.6831,189.046,56.4051,193.723,42.4038,211.202,89.7056,185.167,34.9983,208.172,128.196,268.646,
60.0315,201.294,40.2611,181.837,59.5224,186.337,50.5457,187.699,64.0337,194.121,47.5441,180.527,47.1354,197.269,42.7237,189.004,56.4024,193.708,42.3894,211.254,89.4157,184.948,34.823,207.833,128.289,268.754,
60.032,201.292,40.2689,181.827,59.5198,186.32,50.5389,187.69,64.0331,194.124,47.5525,180.52,47.1502,197.28,42.7633,188.96,56.3997,193.693,42.3763,211.3,89.1274,184.727,34.6469,207.492,128.383,268.862,
60.0323,201.29,40.2767,181.816,59.5174,186.304,50.532,187.681,64.0322,194.128,47.5611,180.513,47.1685,197.293,42.8023,188.915,56.3971,193.679,42.3599,211.357,88.8368,184.502,34.8157,207.819,128.476,268.968,
60.0324,201.289,40.2848,181.804,59.5149,186.288,50.5199,187.665,64.0312,194.133,47.5701,180.506,47.1903,197.308,42.8416,188.869,56.3946,193.667,42.3408,211.423,88.5423,184.273,34.9873,208.154,128.57,269.075,
60.0326,201.288,40.2924,181.793,59.5122,186.272,50.5071,187.649,64.03,194.138,47.5787,180.5,47.21,197.322,42.878,188.823,56.392,193.653,42.3238,211.48,88.2524,184.046,35.1498,208.476,128.663,269.179,
60.0328,201.287,40.3001,181.781,59.5094,186.255,50.4948,187.634,64.0287,194.144,47.5873,180.494,47.2289,197.335,42.9145,188.775,56.3892,193.64,42.3078,211.534,88.0284,183.877,34.9784,208.133,128.76,269.286,
60.0331,201.286,40.3071,181.769,59.5066,186.239,50.481,187.618,64.0274,194.15,47.5952,180.487,47.2482,197.348,42.9501,188.727,56.3864,193.626,42.294,211.581,87.8004,183.718,34.8069,207.789,128.853,269.389,
60.0332,201.285,40.3154,181.756,59.5038,186.224,50.468,187.602,64.0259,194.157,47.6048,180.481,47.269,197.361,42.9845,188.678,56.3837,193.613,42.2776,211.635,87.4855,183.508,34.9647,208.107,128.952,269.496,
60.0332,201.285,40.3224,181.739,59.5009,186.208,50.4548,187.587,64.0241,194.165,47.6144,180.475,47.2937,197.377,43.0207,188.629,56.3811,193.601,42.2575,211.702,87.1908,183.309,35.1263,208.437,129.049,269.6,
60.0332,201.285,40.3271,181.712,59.4979,186.192,50.4412,187.571,64.0224,194.173,47.6228,180.469,47.3183,197.392,43.0578,188.59,56.3784,193.589,42.2388,211.764,86.8808,183.097,35.2878,208.772,129.147,269.704,
60.0332,201.285,40.3313,181.688,59.495,186.177,50.4277,187.556,64.0204,194.181,47.6304,180.464,47.3416,197.406,43.0914,188.554,56.3756,193.576,42.2398,211.828,86.577,182.888,35.3947,209.016,129.245,269.808,
60.0333,201.284,40.3348,181.661,59.4919,186.161,50.4357,187.538,64.0183,194.191,47.6376,180.459,47.3637,197.419,43.1015,188.523,56.3727,193.564,42.3246,211.917,86.266,182.672,35.4312,209.226,129.341,269.908,
60.0334,201.284,40.3378,181.633,59.4887,186.146,50.4465,187.52,64.0159,194.201,47.6444,180.454,47.3862,197.432,43.1105,188.491,56.3698,193.551,42.3116,211.96,85.9553,182.455,35.241,208.895,129.439,270.01,
60.0335,201.283,40.3353,181.606,59.4854,186.13,50.4564,187.503,64.0134,194.211,47.6439,180.44,47.4078,197.444,43.1186,188.46,56.3669,193.538,42.3008,211.996,85.6595,182.247,35.41,209.195,129.537,270.11,
60.0334,201.284,40.3328,181.579,59.4824,186.116,50.4651,187.485,64.0107,194.223,47.6436,180.426,47.4323,197.457,43.1256,188.429,56.3641,193.527,42.4029,212.09,85.3645,182.035,35.4772,209.483,129.639,270.213,
60.0334,201.284,40.3304,181.55,59.4793,186.101,50.4737,187.468,64.0076,194.236,47.6434,180.412,47.4572,197.471,43.1323,188.397,56.3611,193.515,42.3897,212.135,85.071,181.82,35.2934,209.151,129.742,270.316,
60.0333,201.285,40.3266,181.522,59.4762,186.087,50.4822,187.45,64.0044,194.249,47.6419,180.397,47.4822,197.483,43.1389,188.364,56.3582,193.503,42.3799,212.168,84.8401,181.656,35.1133,208.823,129.844,270.418,
60.0331,201.286,40.3227,181.493,59.4729,186.073,50.4908,187.434,64.001,194.263,47.6403,180.383,47.5101,197.497,43.1454,188.331,56.3556,193.493,42.3657,212.217,84.5976,181.498,35.2834,209.136,129.949,270.521,
60.0327,201.288,40.3187,181.463,59.4698,186.059,50.4992,187.418,63.9974,194.277,47.6389,180.369,47.5399,197.512,43.1516,188.297,56.353,193.483,42.3482,212.277,84.2882,181.304,35.4545,209.456,130.057,270.626,
60.0324,201.289,40.315,181.432,59.4666,186.045,50.507,187.402,63.9935,194.293,47.6378,180.357,47.5695,197.526,43.1572,188.262,56.3503,193.472,42.4392,212.373,83.9796,181.108,35.5218,209.744,130.162,270.728,
60.0321,201.291,40.3111,181.402,59.4633,186.032,50.5134,187.386,63.9895,194.308,47.6362,180.343,47.5991,197.539,43.1616,188.229,56.3476,193.462,42.4251,212.421,83.6653,180.906,35.3485,209.414,130.267,270.828,
60.0319,201.292,40.3072,181.374,59.4601,186.018,50.5185,187.371,63.985,194.326,47.6345,180.33,47.6269,197.551,43.1648,188.198,56.345,193.452,42.4146,212.457,83.3524,180.703,35.1716,209.075,130.371,270.925,
60.0314,201.295,40.3026,181.344,59.4567,186.005,50.5236,187.356,63.9802,194.344,47.6322,180.316,47.6596,197.565,43.168,188.165,56.3424,193.443,42.4001,212.507,83.0421,180.5,34.994,208.735,130.477,271.025,
60.0308,201.298,40.2984,181.311,59.4536,185.992,50.5295,187.341,63.9754,194.362,47.6309,180.303,47.6956,197.58,43.1716,188.128,56.3401,193.434,42.3818,212.569,82.7389,180.299,35.164,209.063,130.586,271.126,
60.03,201.302,40.2944,181.277,59.4506,185.98,50.5354,187.327,63.9699,194.382,47.6298,180.291,47.7351,197.596,43.1751,188.091,56.338,193.426,42.3614,212.638,82.5075,180.149,35.3353,209.397,130.698,271.228,
60.0293,201.306,40.2906,181.243,59.4476,185.969,50.5401,187.312,63.9641,194.403,47.6289,180.278,47.7719,197.611,43.1775,188.055,56.3358,193.418,42.3414,212.704,82.268,180.007,35.4987,209.718,130.805,271.325,
60.0286,201.31,40.2858,181.211,59.4445,185.957,50.5438,187.298,63.9582,194.425,47.6267,180.266,47.8082,197.624,43.179,188.02,56.3336,193.411,42.4189,212.805,81.9502,179.827,35.5688,210.005,130.916,271.425,
60.028,201.313,40.2807,181.178,59.4416,185.946,50.5472,187.284,63.952,194.446,47.6243,180.254,47.8329,197.633,43.1805,187.984,56.3313,193.403,42.4022,212.859,81.6334,179.644,35.3963,209.665,131.027,271.523,
60.0274,201.316,40.276,181.147,59.4386,185.935,50.5488,187.27,63.9457,194.468,47.6219,180.242,47.8561,197.641,43.1802,187.951,56.3291,193.395,42.3893,212.902,81.3193,179.458,35.2228,209.323,131.138,271.62,
60.0266,201.321,40.2698,181.115,59.4358,185.924,50.5504,187.256,63.9388,194.491,47.6182,180.23,47.8831,197.651,43.18,187.916,56.327,193.388,42.3722,212.959,80.9969,179.266,35.3895,209.654,131.253,271.72,
60.0256,201.326,40.264,181.083,59.4331,185.914,50.5516,187.242,63.9313,194.517,47.6146,180.217,47.9118,197.66,43.1794,187.883,56.3252,193.382,42.3518,213.026,80.6848,179.079,35.5538,209.985,131.369,271.82,
60.0248,201.33,40.2581,181.05,59.4305,185.905,50.553,187.229,63.9239,194.541,47.6113,180.206,47.94,197.669,43.1789,187.848,56.3235,193.376,42.4375,213.134,80.3659,178.886,35.6126,210.274,131.486,271.92,
60.0239,201.335,40.253,181.021,59.4279,185.896,50.5517,187.216,63.9161,194.566,47.6078,180.194,47.9671,197.677,43.1762,187.818,56.3216,193.369,42.4195,213.193,80.0516,178.695,35.4465,209.933,131.603,272.018,
60.023,201.339,40.2481,180.993,59.4255,185.887,50.5494,187.203,63.908,194.592,47.6046,180.183,47.9918,197.684,43.1727,187.789,56.3199,193.364,42.405,213.24,79.8088,178.553,35.5732,210.183,131.723,272.118,
60.022,201.345,40.2421,180.965,59.4232,185.879,50.5473,187.191,63.8996,194.618,47.6004,180.171,48.0197,197.692,43.1692,187.76,56.3185,193.359,42.4479,213.328,79.5607,178.422,35.6497,210.405,131.838,272.213,
60.021,201.35,40.2362,180.935,59.4212,185.872,50.5444,187.177,63.891,194.645,47.5964,180.159,48.0482,197.7,43.165,187.73,56.317,193.354,42.5613,213.441,79.229,178.254,35.7019,210.664,131.959,272.311,
60.02,201.355,40.2296,180.907,59.4193,185.866,50.5412,187.165,63.8823,194.671,47.5916,180.147,48.0751,197.707,43.1606,187.7,56.3156,193.35,42.6809,213.542,78.9035,178.088,35.7549,210.936,132.082,272.41,
60.019,201.36,40.223,180.878,59.4176,185.86,50.5378,187.152,63.8727,194.7,47.5868,180.136,48.1019,197.713,43.156,187.671,56.3143,193.345,42.8025,213.632,78.568,177.917,35.8085,211.214,132.203,272.507,
60.0181,201.365,40.216,180.85,59.4161,185.854,50.5338,187.139,63.8631,194.728,47.5813,180.125,48.1269,197.719,43.1509,187.642,56.3131,193.341,42.7935,213.662,78.2485,177.753,35.6188,210.884,132.323,272.601,
60.0171,201.37,40.205,180.829,59.4148,185.85,50.5294,187.126,63.8531,194.757,47.5718,180.114,48.1517,197.725,43.1458,187.618,56.312,193.338,42.7881,213.68,77.9213,177.583,35.4289,210.553,132.447,272.697,
60.0159,201.376,40.1931,180.807,59.4139,185.847,50.5259,187.114,63.8421,194.788,47.5609,180.103,48.1776,197.73,43.1414,187.593,56.3112,193.335,42.7779,213.716,77.5978,177.414,35.2438,210.231,132.571,272.793,
