mode,Noise Level,Noise Scenario, Fit Val, max SR, SR
-----------------------Controller --------------------,,,,,
-----------------------Scenario 1--------------------,,,,,
-----------------------Noise Scenario 2--------------------,,,,,
3,0.2,2,1470347393515.63,0.966667,0.966667
3,0.2,2,2435166210550.3,0.966667,0.966667
3,0.2,2,1575331550171.66,0.966667,0.966667
3,0.2,2,2272757185530.5,0.966667,0.966667
3,0.2,2,1851016998404.63,0.966667,0.966667
3,0.2,2,1406582614610.2,0.966667,0.966667
3,0.2,2,1675805114850.43,0.966667,0.966667
3,0.2,2,1490871371319.48,0.966667,0.966667
3,0.2,2,518956038739.017,1,1
3,0.2,2,1861464589051.36,0.933333,0.933333
3,0.2,2,579526714062.526,1,1
3,0.2,2,1480535093305,1,1
3,0.2,2,884789547461.186,1,1
3,0.2,2,1286943436230.85,1,1
3,0.2,2,1447166676235.65,0.933333,0.933333
3,0.2,2,1195715430995.83,1,1
3,0.2,2,870580034808.355,1,1
3,0.2,2,1131789356917.54,1,1
3,0.2,2,1044705425988.82,1,1
3,0.2,2,943249214045.102,1,1
3,0.2,2,1812271849107.02,1,1
3,0.2,2,689298169122.635,1,1
3,0.2,2,846625390021.623,1,1
3,0.2,2,892090754194.989,1,1
3,0.2,2,752491795276.603,1,1
3,0.4,2,14073002986782.3,0.6,0.566667
3,0.4,2,24594734103464.4,0.533333,0.5
3,0.4,2,10428055968479.1,0.6,0.6
3,0.4,2,18940872661087.3,0.466667,0.4
3,0.4,2,20389338595355.7,0.433333,0.433333
3,0.4,2,8628112346030.44,0.6,0.6
3,0.4,2,7638748889691.08,0.766667,0.766667
3,0.4,2,16007301195162.4,0.533333,0.4
3,0.4,2,12749404546234.6,0.566667,0.5
3,0.4,2,14437951438562,0.566667,0.366667
3,0.4,2,8134455432534.08,0.633333,0.366667
3,0.4,2,12753633526774.2,0.633333,0.566667
3,0.4,2,11307157457202.2,0.5,0.5
3,0.4,2,11333783345138.6,0.633333,0.566667
3,0.4,2,8664816140167.48,0.733333,0.7
3,0.4,2,11101170363810,0.566667,0.4
3,0.4,2,8022146299549.53,0.666667,0.366667
3,0.4,2,10460259193979,0.6,0.6
3,0.4,2,6143763727644.71,0.766667,0.7
3,0.4,2,8697803400128.28,0.733333,0.733333
3,0.4,2,9136633096346.51,0.7,0.7
3,0.4,2,6758880194509.93,0.8,0.666667
3,0.4,2,12933314196887.8,0.666667,0.666667
3,0.4,2,14607196872959.7,0.466667,0.3
3,0.4,2,17221026588618.2,0.5,0.3
3,0.6,2,46504535181575.2,0.0666667,0.0333333
3,0.6,2,34183953509655.2,0.0666667,0.0333333
3,0.6,2,43908295189494.3,0.0333333,0.0333333
3,0.6,2,40912159682725.9,0,0
3,0.6,2,44047837382254.2,0.0333333,0
3,0.6,2,47362776596622.7,0.0666667,0.0333333
3,0.6,2,40208215232846.4,0,0
3,0.6,2,35984583269084.4,0.0666667,0.0333333
3,0.6,2,43008698580791.6,0.0333333,0.0333333
3,0.6,2,45250884203907,0.0666667,0
3,0.6,2,38079057634744,0.133333,0
3,0.6,2,41466932685373.4,0.0666667,0
3,0.6,2,54510851024041.1,0.0333333,0
3,0.6,2,42852612689380.8,0.0666667,0
3,0.6,2,43782252169702.6,0.0666667,0.0333333
3,0.6,2,41870151758552.5,0.0666667,0
3,0.6,2,37773366861735.1,0.0333333,0
3,0.6,2,35852254214212.5,0.133333,0.0666667
3,0.6,2,43787724551636.2,0.0666667,0
3,0.6,2,42392420370972.6,0.0666667,0
3,0.6,2,39533559408203.4,0.133333,0.1
3,0.6,2,49539621861546.7,0.0666667,0.0333333
3,0.6,2,47787493072580.3,0.1,0.0666667
3,0.6,2,48821875156496.7,0.0666667,0
3,0.6,2,46834297355298.3,0.0666667,0.0333333
3,0.8,2,38923724900324.9,0,0
3,0.8,2,47585350538039,0.0333333,0
3,0.8,2,39268150240425.7,0,0
3,0.8,2,43592023697456.3,0,0
3,0.8,2,39471478668879.8,0,0
3,0.8,2,38989555459554.8,0,0
3,0.8,2,38690252790072.2,0,0
3,0.8,2,38486191874521.1,0,0
3,0.8,2,36369648119293.2,0,0
3,0.8,2,36045526433305.4,0,0
3,0.8,2,21756194647035.1,0.0666667,0.0666667
3,0.8,2,21907371796603,0.0666667,0.0666667
3,0.8,2,40845539955184.6,0,0
3,0.8,2,40324390734277.8,0,0
3,0.8,2,40644354728559.9,0,0
3,0.8,2,41029000541263.7,0,0
3,0.8,2,40999460362869.3,0,0
3,0.8,2,40577502195839.3,0,0
3,0.8,2,42021892999826.6,0,0
3,0.8,2,40419331485864.9,0,0
3,0.8,2,41654417242980.5,0.0333333,0.0333333
3,0.8,2,30322204305018.6,0.0333333,0.0333333
3,0.8,2,25314839567912.2,0.0333333,0.0333333
3,0.8,2,26736807674550.5,0.0666667,0.0333333
3,0.8,2,31076346046414,0.0666667,0.0666667
3,1,2,48808744365258.5,0,0
3,1,2,46113642414530,0,0
3,1,2,37749896505235.4,0,0
3,1,2,37455680847024.4,0,0
3,1,2,43575370294003.8,0,0
3,1,2,43685754325317.2,0,0
3,1,2,37563913913907,0,0
3,1,2,37784080647455.1,0,0
3,1,2,37302374950346,0.0333333,0.0333333
